store_id,store_name,product_name,category,sku,stock_qty,reorder_level,cost_price_ghs,last_restocked,supplier
STR005,Tamale North,Plastic Basin,Household,SKU-35177,26.0,14,36.32,2023-11-18,West Africa Distributors
STR005,Tamale North,Storage Box,Household,SKU-43242,132.0,20,39.93,2023-09-07,Kumasi Supplies GH
STR005,Tamale North,Air Freshener,Household,SKU-52246,155.0,30,29.21,2023-12-16,Accra Wholesale Co
STR005,Tamale North,Candles Pack,Household,SKU-17791,0.0,29,19.02,2023-09-08,Accra Wholesale Co
STR005,Tamale North,Mosquito Net,Household,SKU-82503,122.0,12,3.84,2023-12-21,Ghana Imports Ltd
STR005,Tamale North,Body Lotion 400ml,Health & Beauty,SKU-78030,71.0,21,19.73,2023-09-24,West Africa Distributors
STR005,Tamale North,Shampoo 300ml,Health & Beauty,SKU-97242,33.0,17,21.33,2023-09-27,West Africa Distributors
STR005,Tamale North,Toothpaste 100g,Health & Beauty,SKU-18079,159.0,26,29.4,2023-12-02,Ghana Imports Ltd
STR005,Tamale North,Hand Sanitizer 250ml,Health & Beauty,SKU-25621,158.0,10,17.64,2023-09-26,Ghana Imports Ltd
STR005,Tamale North,Painkillers 20s,Health & Beauty,SKU-67270,137.0,11,29.68,2023-12-11,Ghana Imports Ltd
STR005,Tamale North,Sunscreen SPF30,Health & Beauty,SKU-87595,17.0,24,31.92,2023-10-14,West Africa Distributors
STR005,Tamale North,Baby Powder,Health & Beauty,SKU-90865,6.0,11,6.29,2023-10-27,West Africa Distributors
STR005,Tamale North,Lip Balm,Health & Beauty,SKU-69430,83.0,20,19.5,2023-11-27,Delta Traders
STR005,Tamale North,Face Wash,Health & Beauty,SKU-43518,77.0,20,13.57,2023-09-06,Kumasi Supplies GH
STR005,Tamale North,Deodorant,Health & Beauty,SKU-66489,105.0,29,8.1,2023-10-08,Kumasi Supplies GH
