transaction_id,transaction_date,store_id,store_name,region,city,product_name,category,unit_price_ghs,quantity,discount_pct,subtotal_ghs,discount_amount_ghs,total_ghs,payment_method,cashier_id,customer_id,age
TX10453,2023-01-27,STR004,Tema Hub,Greater Accra,Tema,Women Dress,Clothing,80.92,8,0.0,647.36,0.0,647.36,Cash,CSH024,CUS0049,50.0
TX10454,2023-06-16,STR004,Tema Hub,Greater Accra,Tema,Deodorant,Health & Beauty,20.62,4,0.1,82.48,8.25,74.23,MoMo,CSH007,CUS0017,35.0
TX10455,2023-03-16,STR004,Tema Hub,Greater Accra,Tema,Cooking Oil 5L,Grocery,21.37,8,0.0,170.96,0.0,170.96,Bank Card,CSH007,CUS0172,34.0
TX10456,2023-05-24,STR003,Takoradi Market,Western,Takoradi,School Uniform,Clothing,52.26,1,0.1,52.26,5.23,47.03,MoMo,CSH029,CUS0220,59.0
TX10457,2023-10-23,STR003,Takoradi Market,Western,Takoradi,Toothpaste 100g,Health & Beauty,44.27,11,0.05,486.97,24.35,462.62,Bank Card,CSH016,CUS0158,37.0
TX10458,2023-06-17,STR004,Tema Hub,Greater Accra,Tema,Men T-Shirt,Clothing,92.46,12,0.15,1109.52,166.43,943.09,Cash,CSH029,CUS0477,39.0
TX10459,2023-01-18,STR001,Accra Central,Greater Accra,Accra,Mop & Bucket Set,Household,7.4,8,0.1,59.2,5.92,53.28,MoMo,CSH016,CUS0046,28.0
TX10460,2023-04-22,STR002,Kumasi Main,Ashanti,Kumasi,USB Hub,Electronics,651.23,12,0.1,7814.76,781.48,7033.28,Cash,CSH010,CUS0373,41.0
TX10461,2023-03-12,STR002,Kumasi Main,Ashanti,Kumasi,Mosquito Net,Household,49.84,1,0.0,49.84,0.0,49.84,MoMo,CSH028,CUS0006,27.0
TX10462,2023-12-24,STR001,Accra Central,Greater Accra,Accra,Plastic Basin,Household,36.86,5,0.0,184.3,0.0,184.3,MoMo,CSH017,CUS0099,32.0
TX10463,2023-07-07,STR003,Takoradi Market,Western,Takoradi,Bluetooth Speaker,Electronics,353.28,8,0.05,2826.24,141.31,2684.93,Cash,CSH011,CUS0380,44.0
TX10464,2023-12-26,STR002,Kumasi Main,Ashanti,Kumasi,Shampoo 300ml,Health & Beauty,37.1,12,0.15,445.2,66.78,378.42,MoMo,CSH022,CUS0233,48.0
TX10465,2023-09-27,STR004,Tema Hub,Greater Accra,Tema,Men T-Shirt,Clothing,24.46,6,0.0,146.76,0.0,146.76,MoMo,CSH020,CUS0037,44.0
TX10466,2023-04-02,STR003,Takoradi Market,Western,Takoradi,Phone Charger,Electronics,762.98,8,0.0,6103.84,0.0,6103.84,Cash,CSH028,CUS0280,62.0
TX10467,2023-08-31,STR002,Kumasi Main,Ashanti,Kumasi,Body Lotion 400ml,Health & Beauty,18.95,11,0.05,208.45,10.42,198.03,Bank Card,CSH028,CUS0349,19.0
TX10468,2023-06-17,STR002,Kumasi Main,Ashanti,Kumasi,Sunscreen SPF30,Health & Beauty,25.0,6,0.1,150.0,15.0,135.0,MoMo,CSH019,CUS0497,48.0
TX10469,2023-05-28,STR002,Kumasi Main,Ashanti,Kumasi,Children Shorts,Clothing,98.51,4,0.0,394.04,0.0,394.04,Cash,CSH023,CUS0302,60.0
TX10470,2023-03-20,STR005,Tamale North,Northern,Tamale,Children Shorts,Clothing,117.27,12,0.1,1407.24,140.72,1266.52,Bank Card,CSH012,CUS0181,36.0
TX10471,2023-03-17,STR002,Kumasi Main,Ashanti,Kumasi,Biscuits Pack,Grocery,30.58,11,0.0,336.38,0.0,336.38,Credit,CSH013,CUS0095,62.0
TX10472,2023-10-07,STR004,Tema Hub,Greater Accra,Tema,Oats 500g,Grocery,39.18,3,0.0,117.54,0.0,117.54,Credit,CSH019,CUS0099,32.0
TX10473,2023-01-21,STR002,Kumasi Main,Ashanti,Kumasi,Lip Balm,Health & Beauty,21.27,2,0.1,42.54,4.25,38.29,MoMo,CSH015,CUS0188,40.0
TX10475,2023-01-29,STR005,Tamale North,Northern,Tamale,Dish Soap 750ml,Household,34.43,10,0.05,344.3,17.21,327.09,MoMo,CSH010,CUS0116,62.0
TX10476,2023-08-16,STR003,Takoradi Market,Western,Takoradi,Men Trousers,Clothing,117.71,9,0.0,1059.39,0.0,1059.39,Cash,CSH024,CUS0191,43.0
TX10477,2023-09-26,STR004,Tema Hub,Greater Accra,Tema,Cornflakes 500g,Grocery,26.32,3,0.0,78.96,0.0,78.96000000000001,Cash,CSH021,CUS0253,46.0
TX10478,2023-03-12,STR003,Takoradi Market,Western,Takoradi,Toilet Cleaner,Household,38.35,12,0.05,460.2,23.01,437.19,MoMo,CSH010,CUS0469,65.0
TX10479,2023-01-02,STR005,Tamale North,Northern,Tamale,Sandals,Clothing,75.05,8,0.0,600.4,0.0,600.4,Cash,CSH022,CUS0416,25.0
TX10480,2023-03-03,STR003,Takoradi Market,Western,Takoradi,Toilet Cleaner,Household,34.51,12,0.1,414.12,41.41,372.71,Cash,CSH019,CUS0471,27.0
TX10481,2023-10-22,STR004,Tema Hub,Greater Accra,Tema,Sandals,Clothing,117.37,2,0.0,234.74,0.0,234.74,MoMo,CSH023,CUS0161,53.0
TX10482,2023-07-02,STR002,Kumasi Main,Ashanti,Kumasi,Children Shorts,Clothing,23.39,6,0.0,140.34,0.0,140.34,MoMo,CSH021,CUS0256,52.0
TX10483,2023-12-17,STR002,Kumasi Main,Ashanti,Kumasi,Portable Fan,Electronics,650.87,9,0.0,5857.83,0.0,5857.83,Bank Card,CSH027,CUS0323,65.0
TX10484,2023-06-24,STR002,Kumasi Main,Ashanti,Kumasi,Wireless Earbuds,Electronics,462.13,6,0.15,2772.78,415.92,2356.86,MoMo,CSH018,CUS0128,29.0
TX10485,2023-08-02,STR005,Tamale North,Northern,Tamale,Face Wash,Health & Beauty,40.34,12,0.15,484.08,72.61,411.47,Bank Card,CSH010,CUS0018,55.0
TX10486,2023-06-25,STR003,Takoradi Market,Western,Takoradi,Oats 500g,Grocery,37.7,10,0.05,377.0,18.85,358.15,MoMo,CSH023,CUS0281,51.0
TX10487,2023-02-27,STR002,Kumasi Main,Ashanti,Kumasi,Flour 1kg,Grocery,7.89,3,0.0,23.67,0.0,23.67,Cash,CSH026,CUS0490,26.0
TX10488,2023-12-08,STR005,Tamale North,Northern,Tamale,Body Lotion 400ml,Health & Beauty,27.92,5,0.0,139.6,0.0,139.6,Cash,CSH007,CUS0223,28.0
TX10489,2023-06-28,STR002,Kumasi Main,Ashanti,Kumasi,Men T-Shirt,Clothing,27.26,12,0.0,327.12,0.0,327.12,Bank Card,CSH003,CUS0054,62.0
TX10490,2023-03-29,STR001,Accra Central,Greater Accra,Accra,Body Lotion 400ml,Health & Beauty,30.97,12,0.0,371.64,0.0,371.64,Credit,CSH012,CUS0058,61.0
TX10491,2023-07-14,STR005,Tamale North,Northern,Tamale,Oats 500g,Grocery,29.27,2,0.0,58.54,0.0,58.54,Bank Card,CSH015,CUS0323,65.0
TX10492,2023-01-21,STR001,Accra Central,Greater Accra,Accra,Toothpaste 100g,Health & Beauty,29.29,6,0.1,175.74,17.57,158.17,Cash,CSH022,CUS0360,49.0
TX10494,2023-03-28,STR001,Accra Central,Greater Accra,Accra,Wireless Earbuds,Electronics,362.82,12,0.05,4353.84,217.69,4136.15,Credit,CSH004,CUS0280,62.0
TX10495,2023-05-20,STR002,Kumasi Main,Ashanti,Kumasi,Air Freshener,Household,21.71,12,0.15,260.52,39.08,221.44,MoMo,CSH009,CUS0114,29.0
TX10496,2023-03-10,STR002,Kumasi Main,Ashanti,Kumasi,Washing Powder 1kg,Household,12.33,8,0.0,98.64,0.0,98.64,Cash,CSH006,CUS0288,20.0
TX10497,2023-02-09,STR004,Tema Hub,Greater Accra,Tema,Sunscreen SPF30,Health & Beauty,11.79,10,0.05,117.9,5.9,112.0,Cash,CSH018,CUS0431,37.0
TX10498,2023-03-02,STR003,Takoradi Market,Western,Takoradi,Face Wash,Health & Beauty,4.9,1,0.0,4.9,0.0,4.9,Bank Card,CSH018,CUS0342,44.0
TX10499,2023-02-26,STR003,Takoradi Market,Western,Takoradi,Oats 500g,Grocery,19.8,5,0.1,99.0,9.9,89.1,Cash,CSH006,CUS0151,50.0
TX10500,2023-06-30,STR005,Tamale North,Northern,Tamale,LED Desk Lamp,Electronics,257.03,10,0.0,2570.3,0.0,2570.3,MoMo,CSH026,CUS0450,22.0
TX10501,2023-07-30,STR005,Tamale North,Northern,Tamale,Extension Cable,Electronics,351.36,7,0.0,2459.52,0.0,2459.52,Credit,CSH030,CUS0127,37.0
TX10502,2023-08-24,STR001,Accra Central,Greater Accra,Accra,Women Blouse,Clothing,52.43,1,0.05,52.43,2.62,49.81,Cash,CSH001,CUS0155,36.0
TX10503,2023-02-21,STR003,Takoradi Market,Western,Takoradi,Mosquito Net,Household,28.42,10,0.0,284.2,0.0,284.2,Bank Card,CSH010,CUS0490,26.0
TX10504,2023-04-20,STR003,Takoradi Market,Western,Takoradi,Dish Soap 750ml,Household,34.82,2,0.15,69.64,10.45,59.19,Bank Card,CSH024,CUS0386,24.0
TX10505,2023-09-29,STR001,Accra Central,Greater Accra,Accra,Shampoo 300ml,Health & Beauty,34.19,5,0.0,170.95,0.0,170.95,MoMo,CSH026,CUS0474,44.0
TX10506,2023-09-21,STR003,Takoradi Market,Western,Takoradi,Candles Pack,Household,23.8,7,0.0,166.6,0.0,166.6,unknown,CSH028,CUS0273,50.0
TX10507,2023-11-23,STR002,Kumasi Main,Ashanti,Kumasi,Lip Balm,Health & Beauty,14.86,12,0.0,178.32,0.0,178.32,Cash,CSH005,CUS0104,61.0
TX10508,2023-02-02,STR002,Kumasi Main,Ashanti,Kumasi,Flour 1kg,Grocery,35.92,7,0.0,251.44,0.0,251.44,Bank Card,CSH020,CUS0417,31.0
TX10509,2023-06-08,STR002,Kumasi Main,Ashanti,Kumasi,Dish Soap 750ml,Household,11.81,4,0.0,47.24,0.0,47.24,Cash,CSH006,CUS0393,60.0
TX10511,2023-07-23,STR003,Takoradi Market,Western,Takoradi,LED Desk Lamp,Electronics,766.9,11,0.1,8435.9,843.59,7592.31,Bank Card,CSH027,CUS0246,45.0
TX10512,2023-06-10,STR005,Tamale North,Northern,Tamale,Painkillers 20s,Health & Beauty,29.32,2,0.0,58.64,0.0,58.64,MoMo,CSH014,CUS0176,50.0
TX10513,2023-10-29,STR002,Kumasi Main,Ashanti,Kumasi,Cooking Oil 5L,Grocery,9.83,5,0.0,49.15,0.0,49.15,Cash,CSH016,CUS0039,64.0
TX10514,2023-01-11,STR002,Kumasi Main,Ashanti,Kumasi,Children Shorts,Clothing,55.03,12,0.0,660.36,0.0,660.36,Bank Card,CSH022,CUS0477,39.0
TX10515,2023-12-17,STR002,Kumasi Main,Ashanti,Kumasi,Baseball Cap,Clothing,57.24,11,0.1,629.64,62.96,566.68,Cash,CSH013,CUS0170,34.0
TX10516,2023-03-24,STR003,Takoradi Market,Western,Takoradi,Women Blouse,Clothing,113.5,4,0.0,454.0,0.0,454.0,Cash,CSH009,CUS0247,56.0
TX10517,2023-02-21,STR001,Accra Central,Greater Accra,Accra,Air Freshener,Household,49.22,6,0.1,295.32,29.53,265.79,Cash,CSH018,CUS0026,24.0
TX10518,2023-08-16,STR003,Takoradi Market,Western,Takoradi,Mop & Bucket Set,Household,50.72,11,0.1,557.92,55.79,502.13,Cash,CSH006,CUS0355,39.0
TX10519,2023-06-13,STR002,Kumasi Main,Ashanti,Kumasi,Toothpaste 100g,Health & Beauty,47.19,11,0.0,519.09,0.0,519.09,MoMo,CSH011,CUS0306,58.0
TX10520,2023-10-20,STR003,Takoradi Market,Western,Takoradi,Cooking Oil 5L,Grocery,19.17,3,0.0,57.51,0.0,57.51,Bank Card,CSH030,CUS0409,65.0
TX10521,2023-08-08,STR001,Accra Central,Greater Accra,Accra,Dish Soap 750ml,Household,20.71,3,0.0,62.13,0.0,62.13,Cash,CSH023,CUS0408,27.0
TX10522,2023-04-15,STR005,Tamale North,Northern,Tamale,Air Freshener,Household,54.64,8,0.0,437.12,0.0,437.12,Cash,CSH014,CUS0013,64.0
TX10523,2023-08-03,STR002,Kumasi Main,Ashanti,Kumasi,Hand Sanitizer 250ml,Health & Beauty,54.76,5,0.1,273.8,27.38,246.42,MoMo,CSH015,CUS0316,33.0
TX10524,2023-03-10,STR002,Kumasi Main,Ashanti,Kumasi,Socks Pack 3,Clothing,87.8,8,0.0,702.4,0.0,702.4,Cash,CSH020,CUS0391,53.0
TX10525,2023-08-30,STR003,Takoradi Market,Western,Takoradi,Bluetooth Speaker,Electronics,493.38,1,0.0,493.38,0.0,493.38,Bank Card,CSH002,CUS0313,44.0
TX10526,2023-03-09,STR001,Accra Central,Greater Accra,Accra,Baseball Cap,Clothing,81.21,5,0.0,406.05,0.0,406.05,MoMo,CSH015,CUS0036,57.0
TX10527,2023-06-10,STR002,Kumasi Main,Ashanti,Kumasi,Extension Cable,Electronics,616.76,7,0.0,4317.32,0.0,4317.32,Cash,CSH014,CUS0173,64.0
TX10528,2023-03-26,STR003,Takoradi Market,Western,Takoradi,Socks Pack 3,Clothing,102.62,5,0.05,513.1,25.66,487.44,Cash,CSH022,CUS0020,31.0
TX10529,2023-05-14,STR004,Tema Hub,Greater Accra,Tema,Phone Charger,Electronics,164.64,4,0.0,658.56,0.0,658.56,Cash,CSH015,CUS0321,29.0
TX10530,2023-03-17,STR003,Takoradi Market,Western,Takoradi,Lip Balm,Health & Beauty,27.35,2,0.15,54.7,8.21,46.49,MoMo,CSH017,CUS0264,21.0
TX10531,2023-04-03,STR003,Takoradi Market,Western,Takoradi,Deodorant,Health & Beauty,14.83,1,0.05,14.83,0.74,14.09,MoMo,CSH001,CUS0494,45.0
TX10532,2023-01-15,STR003,Takoradi Market,Western,Takoradi,LED Desk Lamp,Electronics,345.71,2,0.15,691.42,103.71,587.71,Cash,CSH020,CUS0400,36.0
TX10533,2023-10-19,STR001,Accra Central,Greater Accra,Accra,Men T-Shirt,Clothing,84.93,8,0.0,679.44,0.0,679.44,Bank Card,CSH024,CUS0142,61.0
TX10534,2023-07-24,STR001,Accra Central,Greater Accra,Accra,Deodorant,Health & Beauty,23.45,7,0.0,164.15,0.0,164.15,Cash,CSH025,CUS0460,41.0
TX10535,2023-06-08,STR002,Kumasi Main,Ashanti,Kumasi,Power Bank,Electronics,440.13,7,0.1,3080.91,308.09,2772.82,Bank Card,CSH029,CUS0371,22.0
TX10536,2023-07-08,STR004,Tema Hub,Greater Accra,Tema,Broom,Household,38.78,7,0.0,271.46,0.0,271.46,MoMo,CSH022,CUS0471,27.0
TX10537,2023-08-28,STR002,Kumasi Main,Ashanti,Kumasi,Oats 500g,Grocery,23.56,11,0.05,259.16,12.96,246.2,Cash,CSH029,CUS0143,52.0
TX10538,2023-01-24,STR003,Takoradi Market,Western,Takoradi,Biscuits Pack,Grocery,19.68,10,0.0,196.8,0.0,196.8,MoMo,CSH009,CUS0092,22.0
TX10539,2023-12-05,STR003,Takoradi Market,Western,Takoradi,Socks Pack 3,Clothing,26.34,9,0.0,237.06,0.0,237.06,Cash,CSH023,CUS0354,41.0
TX10540,2023-05-16,STR003,Takoradi Market,Western,Takoradi,Socks Pack 3,Clothing,91.86,11,0.0,1010.46,0.0,1010.46,MoMo,CSH020,CUS0322,59.0
TX10541,2023-03-29,STR003,Takoradi Market,Western,Takoradi,LED Desk Lamp,Electronics,475.17,1,0.0,475.17,0.0,475.17,Cash,CSH016,CUS0288,20.0
TX10542,2023-06-04,STR003,Takoradi Market,Western,Takoradi,Deodorant,Health & Beauty,22.4,11,0.1,246.4,24.64,221.76,MoMo,CSH007,CUS0215,51.0
TX10543,2023-11-17,STR001,Accra Central,Greater Accra,Accra,Oats 500g,Grocery,28.3,11,0.0,311.3,0.0,311.3,Cash,CSH006,CUS0447,42.0
TX10544,2023-05-31,STR002,Kumasi Main,Ashanti,Kumasi,Air Freshener,Household,33.29,8,0.05,266.32,13.32,253.0,Cash,CSH014,CUS0342,44.0
TX10545,2023-09-06,STR004,Tema Hub,Greater Accra,Tema,Deodorant,Health & Beauty,41.29,5,0.0,206.45,0.0,206.45,MoMo,CSH003,CUS0051,59.0
TX10546,2023-12-24,STR003,Takoradi Market,Western,Takoradi,Air Freshener,Household,12.02,10,0.1,120.2,12.02,108.18,Cash,CSH017,CUS0153,64.0
TX10547,2023-05-31,STR002,Kumasi Main,Ashanti,Kumasi,Sunscreen SPF30,Health & Beauty,51.01,12,0.1,612.12,61.21,550.91,MoMo,CSH026,CUS0186,33.0
TX10548,2023-03-08,STR002,Kumasi Main,Ashanti,Kumasi,Hand Sanitizer 250ml,Health & Beauty,18.41,12,0.0,220.92,0.0,220.92,MoMo,CSH016,CUS0063,55.0
TX10549,2023-07-02,STR003,Takoradi Market,Western,Takoradi,Sugar 2kg,Grocery,24.72,1,0.0,24.72,0.0,24.72,Bank Card,CSH014,CUS0190,48.0
TX10550,2023-06-24,STR001,Accra Central,Greater Accra,Accra,Hand Sanitizer 250ml,Health & Beauty,10.16,4,0.0,40.64,0.0,40.64,Cash,CSH023,CUS0125,35.0
TX10551,2023-02-26,STR005,Tamale North,Northern,Tamale,Shampoo 300ml,Health & Beauty,40.03,8,0.15,320.24,48.04,272.2,MoMo,CSH002,CUS0150,53.0
TX10552,2023-05-30,STR005,Tamale North,Northern,Tamale,Wireless Earbuds,Electronics,552.09,4,0.0,2208.36,0.0,2208.36,Cash,CSH011,CUS0314,53.0
TX10553,2023-05-06,STR002,Kumasi Main,Ashanti,Kumasi,Phone Charger,Electronics,398.48,7,0.15,2789.36,418.4,2370.96,MoMo,CSH014,CUS0058,61.0
TX10554,2023-03-12,STR003,Takoradi Market,Western,Takoradi,Tomato Paste 400g,Grocery,32.38,9,0.0,291.42,0.0,291.42,MoMo,CSH022,CUS0342,44.0
TX10555,2023-02-05,STR003,Takoradi Market,Western,Takoradi,Webcam HD,Electronics,162.2,1,0.1,162.2,16.22,145.98,Bank Card,CSH025,CUS0305,29.0
TX10556,2023-09-24,STR001,Accra Central,Greater Accra,Accra,Cornflakes 500g,Grocery,5.25,11,0.1,57.75,5.78,51.97,MoMo,CSH024,CUS0180,56.0
TX10557,2023-12-25,STR003,Takoradi Market,Western,Takoradi,Men T-Shirt,Clothing,102.35,9,0.05,921.15,46.06,875.09,Bank Card,CSH015,CUS0170,34.0
TX10558,2023-07-19,STR003,Takoradi Market,Western,Takoradi,Dish Soap 750ml,Household,57.86,2,0.0,115.72,0.0,115.72,MoMo,CSH017,CUS0326,49.0
TX10559,2023-06-05,STR003,Takoradi Market,Western,Takoradi,Rice 25kg,Grocery,4.09,9,0.05,36.81,1.84,34.97,Cash,CSH012,CUS0271,65.0
TX10560,2023-06-23,STR001,Accra Central,Greater Accra,Accra,Bluetooth Speaker,Electronics,406.23,10,0.1,4062.3,406.23,3656.07,Cash,CSH022,CUS0054,62.0
TX10561,2023-10-21,STR005,Tamale North,Northern,Tamale,Hand Sanitizer 250ml,Health & Beauty,21.87,5,0.1,109.35,10.94,98.41,MoMo,CSH007,CUS0491,37.0
TX10562,2023-02-17,STR003,Takoradi Market,Western,Takoradi,Washing Powder 1kg,Household,13.79,7,0.15,96.53,14.48,82.05,Cash,CSH017,CUS0444,32.0
TX10563,2023-09-13,STR004,Tema Hub,Greater Accra,Tema,Face Wash,Health & Beauty,30.47,7,0.15,213.29,31.99,181.3,Cash,CSH006,CUS0101,35.0
TX10564,2023-09-20,STR002,Kumasi Main,Ashanti,Kumasi,Toothpaste 100g,Health & Beauty,28.72,8,0.0,229.76,0.0,229.76,Credit,CSH012,CUS0481,53.0
TX10565,2023-09-25,STR001,Accra Central,Greater Accra,Accra,Baby Powder,Health & Beauty,9.63,6,0.05,57.78,2.89,54.89,Cash,CSH026,CUS0264,21.0
TX10566,2023-09-08,STR002,Kumasi Main,Ashanti,Kumasi,Cornflakes 500g,Grocery,19.45,5,0.0,97.25,0.0,97.25,Cash,CSH010,CUS0053,51.0
TX10567,2023-11-07,STR005,Tamale North,Northern,Tamale,Plastic Basin,Household,51.88,8,0.15,415.04,62.26,352.78,MoMo,CSH005,CUS0060,43.0
TX10568,2023-07-22,STR003,Takoradi Market,Western,Takoradi,Portable Fan,Electronics,579.92,7,0.0,4059.44,0.0,4059.44,Cash,CSH003,CUS0492,60.0
TX10569,2023-03-05,STR002,Kumasi Main,Ashanti,Kumasi,Portable Fan,Electronics,552.24,12,0.0,6626.88,0.0,6626.88,MoMo,CSH017,CUS0108,56.0
TX10570,2023-04-03,STR002,Kumasi Main,Ashanti,Kumasi,Candles Pack,Household,58.81,2,0.1,117.62,11.76,105.86,Bank Card,CSH015,CUS0005,50.0
TX10571,2023-01-12,STR001,Accra Central,Greater Accra,Accra,Deodorant,Health & Beauty,20.34,10,0.0,203.4,0.0,203.4,MoMo,CSH003,CUS0103,46.0
TX10572,2023-02-15,STR001,Accra Central,Greater Accra,Accra,USB Hub,Electronics,180.37,3,0.0,541.11,0.0,541.11,Cash,CSH006,CUS0196,34.0
TX10573,2023-06-15,STR001,Accra Central,Greater Accra,Accra,Power Bank,Electronics,358.9,6,0.0,2153.4,0.0,2153.4,Cash,CSH020,CUS0262,24.0
TX10574,2023-05-18,STR005,Tamale North,Northern,Tamale,Oats 500g,Grocery,22.84,9,0.0,205.56,0.0,205.56,Bank Card,CSH008,CUS0365,45.0
TX10575,2023-10-12,STR001,Accra Central,Greater Accra,Accra,Baseball Cap,Clothing,116.27,11,0.0,1278.97,0.0,1278.97,Cash,CSH026,CUS0480,57.0
TX10577,2023-06-29,STR001,Accra Central,Greater Accra,Accra,Webcam HD,Electronics,265.01,5,0.15,1325.05,198.76,1126.29,MoMo,CSH003,CUS0350,63.0
TX10578,2023-05-24,STR003,Takoradi Market,Western,Takoradi,LED Desk Lamp,Electronics,607.24,3,0.1,1821.72,182.17,1639.55,MoMo,CSH011,CUS0047,52.0
TX10579,2023-11-03,STR003,Takoradi Market,Western,Takoradi,Broom,Household,19.76,6,0.0,118.56,0.0,118.56,Cash,CSH001,CUS0355,39.0
TX10580,2023-07-21,STR001,Accra Central,Greater Accra,Accra,Sardines 125g,Grocery,24.68,12,0.1,296.16,29.62,266.54,MoMo,CSH027,CUS0311,44.0
TX10581,2023-07-18,STR004,Tema Hub,Greater Accra,Tema,Extension Cable,Electronics,827.49,7,0.15,5792.43,868.86,4923.57,unknown,CSH030,CUS0424,52.0
TX10582,2023-12-30,STR002,Kumasi Main,Ashanti,Kumasi,Mop & Bucket Set,Household,18.29,1,0.15,18.29,2.74,15.55,Cash,CSH008,CUS0308,63.0
TX10583,2023-01-04,STR004,Tema Hub,Greater Accra,Tema,Men T-Shirt,Clothing,46.64,12,0.1,559.68,55.97,503.71,MoMo,CSH006,CUS0144,26.0
TX10584,2023-10-29,STR005,Tamale North,Northern,Tamale,Cornflakes 500g,Grocery,29.21,10,0.05,292.1,14.61,277.49,Cash,CSH017,CUS0269,43.0
TX10585,2023-05-10,STR003,Takoradi Market,Western,Takoradi,Rice 25kg,Grocery,41.69,12,0.1,500.28,50.03,450.25,MoMo,CSH011,CUS0370,28.0
TX10586,2023-09-22,STR004,Tema Hub,Greater Accra,Tema,Broom,Household,12.3,9,0.0,110.7,0.0,110.7,MoMo,CSH011,CUS0124,40.0
TX10587,2023-04-26,STR001,Accra Central,Greater Accra,Accra,Dish Soap 750ml,Household,25.08,10,0.15,250.8,37.62,213.18,Cash,CSH021,CUS0106,46.0
TX10588,2023-06-21,STR001,Accra Central,Greater Accra,Accra,Webcam HD,Electronics,392.72,1,0.05,392.72,19.64,373.08,MoMo,CSH011,CUS0158,37.0
TX10589,2023-11-17,STR005,Tamale North,Northern,Tamale,Cooking Oil 5L,Grocery,33.25,10,0.0,332.5,0.0,332.5,MoMo,CSH029,CUS0147,65.0
TX10590,2023-11-17,STR001,Accra Central,Greater Accra,Accra,Rice 25kg,Grocery,38.85,8,0.0,310.8,0.0,310.8,Cash,CSH013,CUS0145,62.0
TX10591,2023-01-06,STR001,Accra Central,Greater Accra,Accra,Baby Powder,Health & Beauty,15.89,10,0.15,158.9,23.84,135.06,MoMo,CSH021,CUS0120,47.0
TX10592,2023-11-01,STR001,Accra Central,Greater Accra,Accra,Candles Pack,Household,24.69,4,0.0,98.76,0.0,98.76,Cash,CSH009,CUS0319,56.0
TX10593,2023-01-23,STR003,Takoradi Market,Western,Takoradi,Air Freshener,Household,48.48,8,0.0,387.84,0.0,387.84,Cash,CSH010,CUS0275,49.0
TX10594,2023-07-08,STR005,Tamale North,Northern,Tamale,Toothpaste 100g,Health & Beauty,11.52,5,0.05,57.6,2.88,54.72,Cash,CSH027,CUS0092,22.0
TX10595,2023-02-05,STR005,Tamale North,Northern,Tamale,LED Desk Lamp,Electronics,321.77,4,0.1,1287.08,128.71,1158.37,Bank Card,CSH011,CUS0058,61.0
TX10598,2023-07-04,STR001,Accra Central,Greater Accra,Accra,Flour 1kg,Grocery,20.18,11,0.05,221.98,11.1,210.88,Bank Card,CSH006,CUS0229,56.0
TX10599,2023-02-21,STR003,Takoradi Market,Western,Takoradi,Hand Sanitizer 250ml,Health & Beauty,13.11,1,0.0,13.11,0.0,13.11,Bank Card,CSH030,CUS0474,44.0
TX10600,2023-09-27,STR002,Kumasi Main,Ashanti,Kumasi,Sandals,Clothing,42.5,6,0.1,255.0,25.5,229.5,Cash,CSH007,CUS0117,25.0
TX10601,2023-11-22,STR002,Kumasi Main,Ashanti,Kumasi,Baby Powder,Health & Beauty,39.41,6,0.05,236.46,11.82,224.64,Cash,CSH026,CUS0318,60.0
TX10602,2023-09-18,STR002,Kumasi Main,Ashanti,Kumasi,School Uniform,Clothing,23.43,5,0.15,117.15,17.57,99.58,Cash,CSH006,CUS0279,46.0
TX10603,2023-12-31,STR005,Tamale North,Northern,Tamale,Candles Pack,Household,27.46,9,0.0,247.14,0.0,247.14,Cash,CSH013,CUS0127,37.0
TX10604,2023-07-22,STR005,Tamale North,Northern,Tamale,Phone Charger,Electronics,221.72,4,0.0,886.88,0.0,886.88,Bank Card,CSH009,CUS0393,60.0
TX10605,2023-04-28,STR005,Tamale North,Northern,Tamale,Wireless Earbuds,Electronics,650.06,5,0.0,3250.3,0.0,3250.3,MoMo,CSH012,CUS0396,34.0
TX10606,2023-11-27,STR004,Tema Hub,Greater Accra,Tema,Men Trousers,Clothing,57.0,3,0.0,171.0,0.0,171.0,Cash,CSH003,CUS0129,37.0
TX10607,2023-06-20,STR003,Takoradi Market,Western,Takoradi,Cooking Oil 5L,Grocery,7.62,6,0.0,45.72,0.0,45.72,MoMo,CSH009,CUS0058,61.0
TX10608,2023-05-14,STR002,Kumasi Main,Ashanti,Kumasi,Toothpaste 100g,Health & Beauty,54.92,12,0.1,659.04,65.9,593.14,MoMo,CSH013,CUS0122,43.0
TX10609,2023-04-27,STR005,Tamale North,Northern,Tamale,Webcam HD,Electronics,571.54,3,0.15,1714.62,257.19,1457.43,Cash,CSH027,CUS0001,39.0
TX10610,2023-12-24,STR004,Tema Hub,Greater Accra,Tema,Women Blouse,Clothing,49.93,4,0.0,199.72,0.0,199.72,MoMo,CSH028,CUS0239,30.0
TX10611,2023-04-26,STR002,Kumasi Main,Ashanti,Kumasi,Men T-Shirt,Clothing,68.98,11,0.15,758.78,113.82,644.96,Cash,CSH011,CUS0290,39.0
TX10612,2023-06-19,STR005,Tamale North,Northern,Tamale,Portable Fan,Electronics,677.21,3,0.0,2031.63,0.0,2031.63,Credit,CSH004,CUS0096,41.0
TX10613,2023-12-12,STR003,Takoradi Market,Western,Takoradi,Lip Balm,Health & Beauty,36.59,5,0.0,182.95,0.0,182.95,Cash,CSH030,CUS0126,31.0
